,name,link,ac,health,strength,dexterity,constitution,intelligence,wisdom,charisma
1966,Раздутый труп,/bestiary/4694-distended_corpse/,10,4,0,0,0,0,0,0
1967,Росток миконида,/bestiary/245-myconid_sprout/,10,7,-1,0,0,-1,0,-3
1968,Рыба,/bestiary/7505-fish/,13,1,-4,3,-1,-5,-2,-4
1969,Рыба-печаль,/bestiary/7865-sorrowfish/,13,1,-4,3,-1,-5,-2,-4
1970,Разбойник,/bestiary/437-bandit/,12,11,0,1,1,0,0,0
1971,Разбойник Вистани,/bestiary/4805-vistana_bandit/,12,11,0,1,1,0,0,0
1972,Регхедский воитель,/bestiary/5762-reghed_warrior/,12,11,1,0,1,-1,0,-1
1973,Рейгрин Мау,/bestiary/7459-raegrin_mau/,12,9,0,1,0,0,0,0
1974,Рыцарь Чёрного меча (культист),/bestiary/5796-knight_of_the_black_sword_cultist_/,12,9,0,1,0,0,0,0
1975,Рой воронов,/bestiary/399-swarm_of_ravens/,12,24,-2,2,-1,-4,1,-2
1976,Рой книг,/bestiary/5182-swarm_of_books/,12,22,-3,2,0,-4,1,-3
1977,Рой крыс,/bestiary/401-swarm_of_rats/,10,24,-1,0,-1,-4,0,-4
1978,Рой летучих мышей,/bestiary/402-swarm_of_bats/,12,22,-3,2,0,-4,1,-3
1979,Рой Немиколоптеров,/bestiary/5972-swarm_of_nemicolopterus/,12,24,-2,2,-1,-4,1,-2
1980,Рой Немиколоптеров зомби,/bestiary/5996-swarm_of_nemicolopterus_zombies/,10,24,-2,0,-1,-4,-1,-4
1981,Рой оживлённых книг,/bestiary/5070-swarm_of_animated_books/,12,22,0,1,1,-5,0,-5
1982,Рой чёрных чаек,/bestiary/7434-swarms_of_black_gulls/,12,24,-2,2,-1,-4,1,-2
1983,Роф,/bestiary/647-rothe/,10,15,4,0,2,-4,0,-3
1984,Разбойник Сокрушительной Волны,/bestiary/4925-crushing_wave_reaver/,14,22,2,2,1,0,0,-1
1985,Разведчик,/bestiary/439-scout/,13,16,0,2,1,0,1,0
1986,Разведчик Баровии,/bestiary/4685-barovian_scout/,13,16,0,2,1,0,1,0
1987,Разведчик дроу,/bestiary/5894-drow_scout/,13,16,0,2,1,0,1,0
1988,Разведчик Изумрудного Анклава,/bestiary/5898-emerald_enclave_scout/,16,19,0,2,2,0,1,0
1989,Ржавник,/bestiary/275-rust_monster/,14,27,1,1,1,-4,1,-2
1990,Рифовая акула,/bestiary/398-reef_shark/,12,22,2,1,1,-5,0,-3
1991,Рой механических пауков,/bestiary/5183-swarm_of_mechanical_spiders/,12,22,-4,1,0,-5,-2,-5
1992,Рой насекомых,/bestiary/403-swarm_of_insects/,12,22,-4,1,0,-5,-2,-5
1993,Рой пауков,/bestiary/7214-swarm_of_spiders/,12,22,-4,1,0,-5,-2,-5
1994,Рой проклятых гоблинов,/bestiary/14171-swarm_of_cursed_goblins/,12,22,-1,2,0,-1,0,-1
1995,Рой трупных личинок,/multiverse/bestiary/6817-swarm_of_rot_grubs/,8,22,-4,-2,0,-5,-4,-5
1996,Ронт,/bestiary/5879-ront/,13,15,3,1,3,-2,0,0
1997,Регин Кавла,/bestiary/7420-regin_kavla/,12,27,0,2,0,1,2,3
1998,Рой квипперов,/bestiary/400-swarm_of_quippers/,13,28,1,3,-1,-5,-2,-4
1999,Рой конечностей зомби,/bestiary/6907-swarm_of_zombie_limbs/,10,22,2,0,0,-4,-1,-3
2000,Рой полевиков,/bestiary/8369-swarm_of_campestris/,12,27,-4,-2,0,-3,0,-1
2001,Рой солнцекрылов,/bestiary/13131-swarm_of_sunflies/,13,2,-2,3,0,-3,0,-2
2002,Рысь из Никса,/bestiary/3636-nyxborn_lynx/,12,37,3,2,2,-4,1,-1
2003,Рыцарь Бури Перьев,/bestiary/3654-feathergale_knight/,16,33,2,2,1,0,0,2
2004,Рэйзил,/bestiary/8434-raezil/,12,27,0,2,0,1,2,3
2005,Регхедский шаман,/bestiary/5763-reghed_shaman/,11,27,0,1,1,1,2,0
2006,Реликтовый ленивец,/bestiary/8339-relic_sloth/,13,76,5,-1,3,-4,1,-1
2007,Робот-бочонок,/bestiary/7487-keg_robot/,14,39,3,3,2,-2,-1,-3
2008,Рой гремишек,/bestiary/6866-swarm_of_gremishkas/,12,24,1,2,0,1,2,-3
2009,Рой личинок,/bestiary/6894-swarm_of_maggots/,11,22,-4,1,0,-5,-2,-5
2010,Рой мёртвых змей,/bestiary/7460-swarm_of_undead_snakes/,14,36,-1,4,0,-5,0,-4
2011,Рой скелетов,/bestiary/7555-skeletal_swarm/,13,60,1,2,2,-2,-1,-3
2012,Рой сокровищных скарабеев,/bestiary/6352-swarm_of_hoard_scarabs/,14,31,-2,3,0,-4,-1,-2
2013,Рой ядовитых змей,/bestiary/404-swarm_of_poisonous_snakes/,14,36,-1,4,0,-5,0,-4
2014,Росток трента,/bestiary/8393-treant_sapling/,14,45,3,-1,2,1,1,0
2015,Руттеркин,/multiverse/bestiary/6929-rutterkin/,12,37,2,2,3,-3,1,-2
2016,Рыцарь Чёрного меча (фанатик культа),/bestiary/5797-knight_of_the_black_sword_cult_fanatic_/,13,33,0,2,1,0,1,2
2017,Ренейр Неверембер,/bestiary/5352-renaer_neverember/,17,66,1,4,1,2,0,2
2018,Рея Ментелморн,/bestiary/6412-reya_mantlemorn/,17,58,3,1,2,0,0,0
2019,Рильса Раэль,/bestiary/6446-rilsa_rael/,15,52,2,4,2,0,0,2
2020,Розавальда,/bestiary/4778-rosavalda/,11,35,-2,1,0,0,1,3
2021,Рози Пчелиное жало,/bestiary/7471-rosie_beestinger/,15,45,-1,3,1,1,2,2
2022,Рой детенышей неоги,/bestiary/8851-neogi_hatchling_swarm/,11,52,1,1,2,-2,0,-1
2023,Рой детёнышей сахуагинов,/bestiary/7549-sahuagin_hatchling_swarm/,14,52,-1,4,1,-4,0,-4
2024,Рой скарабеев,/bestiary/6896-swarm_of_scarabs/,13,27,-4,2,1,-5,1,-5
2025,Руногривый лев,/bestiary/7187-fleecemane_lion/,12,45,4,3,2,-2,2,0
2026,Рыцарь,/bestiary/440-knight/,18,52,3,0,2,0,0,2
2027,Рыцарь Мифрилового щита,/bestiary/7716-knight_of_the_mithral_shield/,20,52,3,0,2,0,0,2
2028,Рыцарь Тёмного Прилива,/bestiary/4926-dark_tide_knight/,13,58,3,3,2,0,0,0
2029,Раггадрагга,/bestiary/6427-raggadragga/,10,120,3,0,2,0,0,-1
2030,Разумная чёрная слизь,/bestiary/6162-intelligent_black_pudding/,7,85,3,-3,3,2,-2,-5
2031,Разербласт,/bestiary/4919-razerblast/,17,112,3,0,3,-1,0,1
2032,Ревенант,/bestiary/4720-revenant/,13,136,4,2,4,1,3,4
2033,Регенерирующая чёрная слизь,/bestiary/5923-regenerating_black_pudding/,7,85,3,-3,3,-2,-2,-5
2034,Регхедский вождь клана/великий воин,/bestiary/5764-reghed_chieftain_great_warrior/,16,112,4,2,3,0,1,2
2035,Риктавио,/bestiary/4667-rictavio/,12,77,-1,1,1,3,4,3
2036,Рилне Фрет,/bestiary/6185-riina_freth/,18,110,1,4,2,0,1,1
2037,Ринглерун,/bestiary/8416-ringlerun/,12,42,-1,0,-1,3,1,0
2038,Риффлер,/bestiary/13295-riffler/,15,90,-1,3,1,0,2,3
2039,Рукситид Избранный,/bestiary/12557-ruxithid_the_chosen/,15,88,2,4,1,4,2,1
2040,Рыцарь Ордена,/bestiary/272-knight_of_the_order/,13,136,4,2,4,1,3,4
2041,Распространитель оккультизма,/bestiary/7857-occult_extollant/,12,91,1,2,2,3,2,4
2042,Рат Модар,/bestiary/489-rath_modar/,13,71,0,3,2,4,2,0
2043,Ришаал Хранитель Страниц,/bestiary/5353-rishaal_the_page_turner/,12,40,-1,2,0,3,1,0
2044,Рогатая сестра,/bestiary/6209-horned_sister/,12,40,-1,2,0,3,1,0
2045,Рой рыб-печалей,/bestiary/7866-swarm_of_sorrowfish/,14,104,3,4,2,-5,0,-4
2046,Рас Нси,/bestiary/1625-ras_nsi/,15,127,3,3,3,4,4,5
2047,Резмир,/bestiary/3339-rezmir/,13,90,4,3,3,2,1,2
2048,Рыцарь-скелет,/bestiary/10598-skeletal_knight/,18,112,5,0,3,1,2,0
2049,Ревун,/multiverse/bestiary/6797-howler/,16,90,3,3,2,-3,2,-2
2050,Рейгар,/bestiary/8860-reigar/,19,82,4,2,1,4,3,7
2051,Руидиевый слон,/bestiary/7873-ruidium_elephant/,16,138,7,-1,5,-4,0,-2
2052,Ремолия Хевентри,/bestiary/5351-remallia_haventree/,12,66,0,2,1,4,2,3
2053,Рилмани феррумах,/bestiary/13126-ferrumach_rilmani/,18,136,4,2,4,2,2,0
2054,Рыцарь Солнечного бастиона,/bestiary/13239-solar_bastion_knight/,20,150,4,0,3,2,3,3
2055,Рахадин,/bestiary/4668-rahadin/,18,135,2,6,3,2,3,4
2056,Ремораз,/bestiary/271-remorhaz/,17,195,7,1,5,-3,0,-3
2057,Рогатый дьявол (Мальбранш),/bestiary/82-horned_devil/,18,178,6,3,5,1,3,3
2058,Рунный бехир,/bestiary/6194-runed_behir/,17,168,6,3,4,-2,2,1
2059,Рух,/bestiary/273-roc/,15,248,9,0,5,-4,0,-1
2060,Речник,/bestiary/8406-riverine/,14,204,5,4,3,1,3,5
2061,Рилмани куприлах,/bestiary/13125-cuprilach_rilmani/,16,202,1,5,3,3,2,2
2062,Ракшас,/bestiary/269-rakshasa/,16,110,2,3,4,1,3,5
2063,Ракшас Махади,/bestiary/6441-mahadi_the_rakshasa/,17,195,2,4,4,2,4,5
2064,Регизавр,/bestiary/12095-regisaur/,17,181,8,-1,6,-3,1,-2
2065,Рилмани аурумах,/bestiary/13124-aurumach_rilmani/,18,285,5,5,4,5,4,3
2066,Рыцарь смерти,/bestiary/61-death_knight/,20,180,5,0,5,1,3,4
2067,Рунический колосс,/bestiary/12252-runic_colossus/,20,315,7,-1,7,-4,0,-5
2068,Рак Тулкеш,/bestiary/4988-rak_tulkhesh/,23,478,9,4,8,5,6,8
2069,Свинья,/bestiary/7741-pig/,10,5,1,0,1,-4,-1,-3
2070,Священная статуя,/multiverse/bestiary/6720-sacred_statue/,19,95,4,-1,4,2,4,3
2071,Силгар,/bestiary/5362-sylgar/,13,1,-4,3,-1,-5,-2,-4
2072,Сирак из Сюзейла,/bestiary/7783-sirac_of_suzail/,14,22,2,3,0,1,1,3
2073,Сквиддли,/bestiary/5359-squiddly/,10,1,0,0,0,0,0,0
2074,Скорпион,/bestiary/406-scorpion/,11,1,-4,0,-1,-5,-1,-4
2075,Слепой художник,/bestiary/6038-blind_artist/,8,22,1,-2,3,-4,-2,-3
2076,Слуга-гомункул,/bestiary/3987-homunculus_servant/,13,1,-3,2,1,0,0,-2
2077,Сова,/bestiary/408-owl/,11,1,-4,1,-1,-4,1,-2
2078,Сокол,/bestiary/5120-falcon/,13,1,-3,3,-1,-4,2,-2
2079,Солнцекрыл,/bestiary/13130-sunfly/,13,2,-3,3,0,-3,0,-2
2080,Стальной защитник,/bestiary/3988-steel_defender/,15,2,2,1,2,-3,0,-2
2081,Статуя каменного великана,/bestiary/7733-stone_giant_statue/,17,195,6,-1,5,-4,0,-5
2082,Стелла Вахтер,/bestiary/4796-stella_wachter/,10,4,0,0,0,0,0,0
2083,Стул,/bestiary/5882-stool/,10,7,-1,0,0,-1,0,-3
2084,Судья Умберо Застро,/bestiary/5332-magister_umbero_zastro/,11,9,0,1,0,1,2,3
2085,Сэр Барик Нилеф,/bestiary/7784-sir_baric_nylef/,18,52,4,0,2,0,2,2
2086,Сабрина “Убей еще” Килгор (1-4 уровня),/bestiary/12723-sabrina_kill_more_kilgore_levels_1_4_/,12,11,0,1,1,0,0,0
2087,Саурив,/bestiary/7569-sauriv/,13,9,0,1,0,1,4,3
2088,Сержант,/bestiary/5179-sergeant/,16,11,1,1,1,0,0,0
2089,Слаад головастик,/bestiary/289-slaad_tadpole/,12,10,-2,2,0,-4,-3,-4
2090,Сокровищный скарабей,/bestiary/6346-hoard_scarab/,14,7,-3,3,0,-4,-1,-2
2091,Старый троглодит,/bestiary/6234-old_troglodyte/,11,8,2,0,2,-2,0,-2
2092,Страж,/bestiary/442-guard/,16,11,1,1,1,0,0,0
2093,Студент консерватории,/bestiary/12703-conservatory_student/,11,4,0,1,0,1,2,3
2094,Сайрус Белвью,/bestiary/4689-cyrus_belview/,11,26,1,-1,2,-1,0,-2
2095,Самец стидера,/bestiary/5848-male_steeder/,12,13,2,1,2,-4,0,-4
2096,Самец стидера,/multiverse/bestiary/6709-male_steeder/,12,13,2,1,2,-4,0,-4
2097,Сарит Кзекарит,/bestiary/5880-sarith_kzekarit/,15,13,0,2,0,0,0,1
2098,Северный олень,/bestiary/5771-reindeer/,10,13,3,0,1,-4,0,-2
2099,Серый поглотитель,/bestiary/8867-gray_scavver/,12,19,3,1,2,-5,0,-5
2100,Скальный гном затворник,/bestiary/7904-rock_gnome_recluse/,10,7,-2,0,0,2,0,1
2101,Скелет,/bestiary/24-skeleton/,13,13,0,2,2,-2,-1,-3
2102,Скелетный ключ,/bestiary/6063-skeleton_key/,13,13,0,2,2,-2,-1,-3
2103,Скелеты крыс,/bestiary/6450-skeletal_rats/,10,24,-1,0,-1,-4,0,-4
2104,Скрисс,/bestiary/5871-skriss/,11,13,2,0,2,4,0,-2
2105,Спайдербэйт,/bestiary/5874-spiderbait/,15,7,-1,2,0,0,-1,-1
2106,Спрайт,/bestiary/298-sprite/,15,2,-4,4,0,2,1,0
2107,Страж Альянса Лордов,/bestiary/5899-lords_alliance_guard/,16,11,2,1,1,0,0,0
2108,Сабрина “Убей еще” Килгор (5-8 уровня),/bestiary/12725-sabrina_kill_more_kilgore_levels_5_8_/,11,32,2,0,2,0,0,0
2109,Савид,/bestiary/4780-savid/,13,16,0,2,1,0,1,0
2110,Сатир,/bestiary/281-satyr/,14,31,1,3,0,1,0,2
2111,Сахуагин,/bestiary/276-sahuagin/,12,22,1,0,1,1,1,-1
2112,Семя жадности,/bestiary/14172-greed_mote/,12,13,0,2,0,0,0,0
2113,Серая слизь,/bestiary/257-gray_ooze/,8,22,1,-2,3,-5,-2,-4
2114,Скаллк,/multiverse/bestiary/6977-skulk/,14,18,-2,4,0,0,-2,-5
2115,Скелет алхимика,/bestiary/7553-skeletal_alchemist/,11,32,-1,1,2,2,0,-1
2116,Скелет боевого коня,/bestiary/287-warhorse_skeleton/,13,22,4,1,2,-4,-1,-3
2117,Скелет дварфа,/bestiary/12558-dwarf_skeleton/,13,26,3,0,2,-2,-1,-3
2118,Смотрящий,/multiverse/bestiary/6759-gazer/,13,13,-4,3,2,-4,0,-2
2119,Спелликс Ромвуд,/bestiary/5793-spellix_romwod/,14,33,-2,2,2,2,-1,3
2120,Ссуран-отравитель,/bestiary/8879-ssurran_poisoner/,16,22,1,1,1,1,1,-2
2121,Салида,/bestiary/6030-salida/,11,40,0,1,0,1,1,2
2122,Самара Крепкокость,/bestiary/5355-samara_strongbones/,12,27,0,2,0,1,2,3
2123,Самира Эра,/bestiary/8542-samira_arah/,12,27,0,2,0,1,2,3
2124,Самка стидера,/multiverse/bestiary/6708-female_steeder/,14,30,2,3,2,-4,0,-4
2125,Самка стидера,/bestiary/5850-female_steeder/,14,30,2,3,2,-4,0,-4
2126,Сангзор Кровавый Рог,/bestiary/4675-sangzor_bloodhorn/,11,33,3,0,1,-2,1,-2
2127,Сатир гуляка,/bestiary/7206-satyr_reveler/,13,33,1,3,1,1,0,3
2128,Сахуагин коралловый крушитель,/bestiary/7547-sahuagin_coral_smasher/,14,33,3,1,1,1,1,-1
2129,Связанный договором дух,/bestiary/6939-indentured_spirit/,11,13,-2,1,0,0,1,0
2130,Сильдар Холлвинтер,/bestiary/23-sildar_hallwinter/,16,27,1,0,1,0,0,0
2131,Скальная кошка,/bestiary/5477-crag_cat/,13,34,3,3,3,-3,2,-1
2132,Скен Забрисс,/bestiary/7444-sken_zabriss/,16,45,3,0,2,1,0,1
2133,Скриббл,/bestiary/7876-scribble/,11,22,0,1,1,3,1,0
2134,Снежная дева,/bestiary/4782-snow_maiden/,12,22,-5,2,0,0,0,0
2135,Солдат Драконьей армии,/bestiary/10577-dragon_army_soldier/,17,22,2,1,1,0,0,0
2136,Спектр,/bestiary/294-specter/,12,22,-5,2,0,0,0,0
2137,Старый Квакун,/bestiary/7457-old_croaker/,11,39,2,1,1,-4,0,-4
2138,Су-монстр,/bestiary/1219-su_monster/,12,27,2,2,1,-1,1,-1
2139,Сумочный студень,/bestiary/12015-bag_jelly/,8,42,1,-2,4,-4,-2,-4
2140,Саблезубый тигр,/bestiary/405-saber_toothed_tiger/,12,52,4,2,2,-4,1,-1
2141,Сатир шипоносец,/bestiary/7207-satyr_thornbearer/,15,38,1,4,1,0,1,2
2142,Сверкающий олень,/bestiary/7167-burnished_hart/,14,45,3,2,3,-4,2,-5
2143,Свирфнеблины веркрысы,/bestiary/5827-svirfneblin_wererats/,12,33,0,2,1,0,0,-1
2144,Священник,/bestiary/441-priest/,13,27,0,0,1,1,3,1
2145,Священник бурных вод,/bestiary/7544-rip_tide_priest/,13,52,2,0,2,0,0,3
2146,Сестра Гарэль,/bestiary/12560-sister_garaele/,13,67,3,1,3,-1,0,-1
2147,Синдерхилд,/bestiary/7752-cinderhild/,9,59,4,-1,3,1,1,-2
2148,Синий сторожевой дрейк,/multiverse/bestiary/6791-blue_guard_drake/,14,52,3,0,3,-3,0,-2
2149,Скайлла,/bestiary/8429-skylla/,10,39,-1,0,2,1,2,3
2150,Скелет динозавра,/bestiary/8492-dinosaur_skeleton/,13,51,4,1,3,-4,1,-3
2151,Скелет минотавра,/bestiary/286-minotaur_skeleton/,12,67,4,0,2,-2,-1,-3
2152,Скр'а С'орск,/bestiary/7450-skr_a_s_orsk/,13,27,2,0,1,0,2,-1
2153,Сладис Вадир,/bestiary/5915-sladis_vadir/,11,27,0,1,1,1,2,0
2154,Сплагот Вернувшийся,/bestiary/7488-splugoth_the_returned/,15,27,0,2,1,2,0,0
2155,Старейшина дарклингов,/multiverse/bestiary/6580-darkling_elder/,15,27,1,3,1,0,2,1
2156,Стеклянный голем,/bestiary/8389-glasswork_golem/,13,36,1,0,0,-5,0,-5
2157,Стеклянный пегас,/bestiary/8390-glass_pegasus/,15,59,4,2,3,0,2,1
2158,Сторожевой дрейк,/multiverse/bestiary/6787-guard_drake/,14,52,3,0,3,-3,0,-2
2159,Страж Чёрной Земли,/bestiary/4915-black_earth_guard/,18,39,3,0,2,0,0,-1
2160,Студенистый куб,/bestiary/256-gelatinous_cube/,6,84,2,-4,5,-5,-2,-5
2161,Стул-мимик,/bestiary/5059-mimic_chair/,12,30,3,1,2,-3,1,-1
2162,Сэр Талавар,/bestiary/8430-sir_talavar/,15,14,-4,5,1,2,1,3
2163,Сабрина “Убей еще” Килгор (9-11 уровня),/bestiary/12726-sabrina_kill_more_kilgore_levels_9_11_/,17,58,3,1,2,0,0,0
2164,Сахуагин колдун Ук'отоа,/bestiary/7408-sahuagin_warlock_of_uk_otoa/,14,22,2,0,0,-1,-1,3
2165,Сахуагин-чемпион,/bestiary/7546-sahuagin_champion/,16,71,3,2,1,1,1,-1
2166,Сейт Кромли,/bestiary/5354-saeth_cromley/,17,58,3,1,2,0,0,2
2167,Сефек Калтро,/bestiary/5790-sephek_kaltro/,12,75,3,2,3,0,3,4
2168,Скелет громового зверя,/bestiary/7724-thunderbeast_skeleton/,15,68,4,0,2,-4,1,-3
2169,Склизкий преследователь,/multiverse/bestiary/7016-slithering_tracker/,14,32,3,4,2,0,2,0
2170,Снежный голем,/bestiary/5772-snow_golem/,8,39,2,-2,2,-5,-2,-5
2171,Снежный совомед,/bestiary/5774-snowy_owlbear/,13,59,5,1,3,-4,1,-2
2172,Совомед,/bestiary/25-owlbear/,13,59,5,1,3,-4,1,-2
2173,Солдат-нежить,/bestiary/10599-undead_soldier/,18,45,2,2,3,0,1,2
2174,Солоноводный болотник,/bestiary/8057-brackish_trudge/,12,68,5,0,3,-3,2,-3
2175,Сорвиголова,/multiverse/bestiary/7040-swashbuckler/,17,66,1,4,1,2,0,2
2176,Ссуран-осквернитель,/bestiary/8878-ssurran_defiler/,16,52,1,1,3,2,2,-2
2177,Сэр Ланнивер,/bestiary/7710-sir_lanniver/,19,52,3,0,2,0,0,2
2178,Сахуагин глубоководный ныряльщик,/bestiary/7548-sahuagin_deep_diver/,15,91,2,3,2,1,1,-1
2179,Селеста,/bestiary/7890-celeste/,11,45,-2,1,0,0,1,3
2180,Сетесский гоплит,/bestiary/7158-setessan_hoplite/,16,58,2,3,2,1,3,0
2181,Сильное сердце,/bestiary/8419-strongheart/,20,55,2,1,1,1,1,3
2182,Слон,/bestiary/407-elephant/,12,76,6,-1,3,-4,0,-2
2183,Сокол Охотник,/bestiary/8011-falcon_the_hunter/,14,112,2,2,3,0,3,2
2184,Солун Зебриндас,/bestiary/5358-soluun_xibrindas/,18,84,1,4,2,0,1,2
2185,Сотрясатель душ,/bestiary/8399-soul_shaker/,13,76,5,-1,4,-1,0,2
2186,Стегозавр,/multiverse/bestiary/6606-stegosaurus/,13,76,5,-1,3,-4,0,-3
2187,Стегозавр зомби,/bestiary/6001-stegosaurus_zombie/,12,76,5,-2,3,-5,-2,-4
2188,Стремительная змеиная пасть,/bestiary/7836-scuttling_serpentmaw/,17,65,3,2,3,-4,0,-4
2189,Стригой,/bestiary/6891-strigoi/,16,52,3,2,3,0,3,0
2190,Суккуб / Инкуб,/bestiary/299-succubus_incubus/,15,66,-1,3,1,2,1,5
2191,Саймон Аумар,/bestiary/10442-simon_aumar/,12,99,-1,2,1,3,1,3
2192,Саламандра,/bestiary/280-salamander/,15,90,4,2,2,0,0,1
2193,Самоцветный охотник,/bestiary/6343-gem_stalker/,17,67,3,2,2,2,0,-2
2194,Сахуагин Повелитель волн,/bestiary/7551-sahuagin_wave_shaper/,14,60,0,1,1,3,2,1
2195,Свидетель разума,/multiverse/bestiary/6839-mindwitness/,15,75,0,2,2,2,2,0
2196,Святослон,/bestiary/6385-hollyphant/,18,36,0,0,1,3,4,3
2197,Скам,/bestiary/7556-skum/,14,93,4,0,4,-2,1,-1
2198,Скелет гигантской акулы,/bestiary/8028-giant_shark_skeleton/,13,126,6,0,5,-5,0,-3
2199,Скелет джаггернаут,/bestiary/7554-skeletal_juggernaut/,13,142,3,2,2,-2,-1,-3
2200,Скраг,/bestiary/492-scrag/,15,84,4,1,5,-2,-1,-2
2201,Слизь крови дракона,/bestiary/6331-dragonblood_ooze/,14,68,4,-2,3,-4,1,0
2202,Старший мудрец,/bestiary/5055-master_sage/,10,54,-1,0,0,5,4,0
2203,Стая черепных крыс,/multiverse/bestiary/6578-swarm_of_cranium_rats/,12,76,-1,2,0,2,0,2
2204,Стая черепных крыс пискуний,/bestiary/13077-sranium_rat_squeaker_swarm/,12,76,-1,2,0,2,0,2
2205,Страж гробницы,/bestiary/6070-tomb_guardian/,17,93,4,-1,4,-2,0,-3
2206,Сэр Джаред,/bestiary/13240-sir_jared/,20,90,4,1,3,1,2,3
2207,Сэр Урсас,/bestiary/8523-sir_ursas/,20,112,4,2,3,0,1,2
2208,Санбалет,/bestiary/7568-sanbalet/,11,27,0,1,0,3,1,2
2209,Сахуагин-мастер клинка,/bestiary/7545-sahuagin_blademaster/,20,97,3,1,2,1,0,1
2210,Связанный страж гробницы,/bestiary/6066-spiked_tomb_guardian/,17,93,4,-1,4,-2,0,-3
2211,Сгусток зомби,/bestiary/6908-zombie_clot/,12,104,5,0,3,-4,-1,0
2212,Скелет ледяного великана,/bestiary/5773-frost_giant_skeleton/,14,102,6,-1,2,-2,-1,-3
2213,Скимо Вирдботл,/bestiary/5293-skeemo_weirdbottle/,12,72,-1,2,1,3,1,2
2214,Слупидуп,/bestiary/5872-sloopidoop/,13,97,3,2,3,4,3,2
2215,Станимир,/bestiary/4795-stanimir/,12,40,-1,2,0,3,1,0
2216,Странник Края,/bestiary/11850-enderman/,14,78,2,4,2,0,4,0
2217,Сумеречная карга,/bestiary/4976-dusk_hag/,17,82,0,2,1,3,3,4
2218,Сумрачный охотник,/bestiary/7290-gloomstalker/,15,90,6,3,2,-3,3,2
2219,Сэр Годфри Гвилим,/bestiary/4781-sir_godfrey_gwilym/,13,136,4,2,4,1,3,4
2220,Саркозух,/bestiary/5974-sarcosuchus/,15,137,6,-1,4,-4,1,-1
2221,Саркозух зомби,/bestiary/6000-sarcosuchus_zombie/,12,137,6,-2,4,-5,-1,-3
2222,Свежеватель разума,/bestiary/237-mind_flayer/,15,71,0,1,1,4,3,3
2223,Синий слаад,/bestiary/290-blue_slaad/,15,123,5,2,4,-2,-2,-1
2224,Ситиан Скальдеранг,/bestiary/12693-sythian_skalderang/,15,99,0,2,1,2,0,3
2225,Свежеватель разума заклинатель,/bestiary/5648-mind_flayer_arcanist/,15,71,0,1,1,4,3,3
2226,Свежеватель разума пророк,/bestiary/14827-mind_flayer_prophet_/,17,97,2,2,2,5,3,3
2227,Свежеватель разума псион,/bestiary/5649-mind_flayer_psion/,15,71,0,1,1,4,3,3
2228,Скабата Пасленовая,/bestiary/8411-skabatha_nightshade/,16,150,4,-1,3,1,3,2
2229,Скаладар,/bestiary/5388-scaladar/,19,94,4,0,7,-5,1,-5
2230,Стальной Журавль,/bestiary/5068-steel_crane/,17,76,1,4,4,1,3,2
2231,Сандет,/bestiary/6238-sundeth/,18,143,5,2,2,0,2,1
2232,Свистун,/bestiary/8410-whistler/,15,180,1,3,2,2,3,4
2233,Секелок,/bestiary/6062-sekelok/,18,143,5,2,2,0,2,1
2234,Серый слаад,/bestiary/292-gray_slaad/,18,127,3,3,3,1,-1,2
2235,Скелет бладфина,/bestiary/7901-skeletal_bloodfin/,16,93,5,2,3,-4,0,-4
2236,Скользящий бладфин,/bestiary/7837-slithering_bloodfin/,16,93,5,2,3,-4,0,-4
2237,Сапфировый cтраж,/bestiary/5065-sapphire_sentinel/,17,178,6,-1,5,-4,0,-5
2238,Сгорбленный гнолл,/bestiary/6440-hunched_gnoll/,18,170,5,2,4,-5,0,-5
2239,Сет — дракон-перевертыш,/bestiary/11073-seth_the_shapeshifting_dragon/,17,153,3,7,4,1,2,2
2240,Скопление энцефалона,/bestiary/12498-encephalon_cluster/,13,110,6,0,1,-3,3,-2
2241,Смертельный слаад,/bestiary/293-death_slaad/,18,170,5,2,4,2,0,3
2242,Статуя Вергадайна,/bestiary/6172-statue_of_vergadain/,17,178,6,-1,5,-4,0,-5
2243,Статуя Талоса,/bestiary/8020-statue_of_talos/,17,147,4,0,5,-2,0,-1
2244,Сияющий идол,/bestiary/4993-radiant_idol/,18,142,6,4,4,3,5,5
2245,Серый рендер,/multiverse/bestiary/6781-gray_render/,19,189,4,1,5,-4,-2,-1
2246,Сильвира Савикас,/bestiary/6417-sylvira_savikas/,12,99,0,2,1,5,2,3
2247,Синдра Сильван,/bestiary/6067-syndra_silvane/,12,79,0,2,1,5,2,3
2248,Серисса,/bestiary/7764-serissa/,14,200,9,2,5,3,4,4
2249,Собиратель Трупов,/multiverse/bestiary/6485-cadaver_collector/,17,189,5,2,5,-3,0,-1
2250,Старший мозг,/multiverse/bestiary/6731-elder_brain/,10,210,2,0,5,5,4,7
2251,Софина,/bestiary/10443-sofina/,14,161,1,2,4,5,2,-1
2252,Сторукий,/bestiary/7189-hundred_handed_one/,15,243,8,2,7,2,3,3
2253,Страд фон Зарович,/bestiary/960-strahd_von_zarovich/,16,144,4,4,4,5,2,4
2254,Скелет штормового великана,/bestiary/5069-storm_giant_skeleton/,13,204,9,2,2,-4,-1,-5
2255,Сталагма Стальная тень,/bestiary/6150-stalagma_steelshadow/,19,243,8,0,7,3,1,5
